time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-10-07T01:58:55.750Z,33.5685,-116.8585,0.03,0.18,ml,12,90,0.06199,0.35,ci,ci39115656,2019-10-07T02:02:41.508Z,"14km N of Aguanga, CA",earthquake,0.76,31.61,0.025,2,automatic,ci,ci
2019-10-07T01:52:41.250Z,36.62883333,-99.05966667,7.09,1.09,ml,18,225,0.07918446131,0.11,ok,ok2019tpxb,2019-10-07T16:33:49.852Z,"24km NNE of Mooreland, Oklahoma",earthquake,,0.4,0.15,6,reviewed,ok,ok
2019-10-07T01:50:02.650Z,17.9256,-66.5778,14,1.36,md,3,276,0.1206,0.14,pr,pr2019280003,2019-10-07T06:29:06.980Z,"10km SSE of Ponce, Puerto Rico",earthquake,1.28,1.41,0.09,3,reviewed,pr,pr
2019-10-07T01:48:19.800Z,33.5996667,-116.8091667,5.99,0.85,ml,37,40,0.03808,0.2,ci,ci39115640,2019-10-07T01:52:08.009Z,"14km WNW of Anza, CA",earthquake,0.27,0.48,0.175,27,automatic,ci,ci
2019-10-07T01:47:36.539Z,61.3624,-150.1157,39.8,2.1,ml,,,,0.61,ak,ak019cv3crcf,2019-10-07T02:26:56.827Z,"19km NW of Anchorage, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-10-07T01:44:24.640Z,35.6205,-117.4405,5.61,0.77,ml,16,86,0.03826,0.19,ci,ci39115632,2019-10-07T01:48:05.028Z,"17km SSW of Searles Valley, CA",earthquake,0.43,0.76,0.151,8,automatic,ci,ci
2019-10-07T01:07:05.730Z,35.6833333,-117.5201667,7.86,1.18,ml,28,60,0.073,0.19,ci,ci39115608,2019-10-07T13:31:17.860Z,"14km SW of Searles Valley, CA",earthquake,0.32,0.81,0.153,15,reviewed,ci,ci
2019-10-07T01:02:15.720Z,37.6603317,-119.6999969,2.7,2.21,md,6,208,0.513,0.15,nc,nc73287720,2019-10-07T03:13:02.324Z,"13km SW of Yosemite Village, CA",earthquake,3.02,14.83,0.22,3,automatic,nc,nc
2019-10-07T01:02:14.234Z,19.5972,-64.5215,10,4.6,mb,,127,1.916,0.9,us,us70005rgt,2019-10-07T09:04:56.850Z,"131km N of Road Town, British Virgin Islands",earthquake,3.9,1.8,0.071,59,reviewed,us,us
2019-10-07T00:57:31.340Z,35.6758333,-117.53,6.94,0.93,ml,18,108,0.0819,0.2,ci,ci39115592,2019-10-07T01:01:17.490Z,"14km ENE of Ridgecrest, CA",earthquake,0.37,1.09,0.157,12,automatic,ci,ci
2019-10-07T00:53:11.470Z,38.8178329,-122.7798309,1.06,0.34,md,10,96,0.004616,0.03,nc,nc73287695,2019-10-07T01:09:03.631Z,"5km W of Cobb, CA",earthquake,0.3,0.58,0.14,2,automatic,nc,nc
2019-10-07T00:42:42.434Z,60.234,-152.1576,66.6,1.6,ml,,,,0.57,ak,ak019cv2q9mb,2019-10-07T00:47:32.832Z,"42km SE of Redoubt Volcano, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-10-07T00:38:40.250Z,35.6146667,-117.4843333,6.87,1.12,ml,19,58,0.01648,0.15,ci,ci39115568,2019-10-07T00:42:26.630Z,"17km E of Ridgecrest, CA",earthquake,0.29,0.43,0.117,14,automatic,ci,ci
2019-10-07T00:35:53.680Z,38.8178329,-122.7981644,3.39,1.02,md,22,39,0.0101,0.02,nc,nc73287690,2019-10-07T00:52:04.534Z,"6km NW of The Geysers, CA",earthquake,0.23,0.46,0.06,6,automatic,nc,nc
2019-10-07T00:34:06.803Z,37.1326,-115.7557,8.7,1.1,ml,43,78.71,0.158,0.1701,nn,nn00706545,2019-10-07T16:58:26.314Z,"58km WSW of Alamo, Nevada",earthquake,,2.3,0.22,24,reviewed,nn,nn
2019-10-07T00:32:26.460Z,35.6405,-117.4435,5.7,0.89,ml,17,78,0.02939,0.19,ci,ci39115560,2019-10-07T00:36:12.500Z,"15km SSW of Searles Valley, CA",earthquake,0.35,0.59,0.108,8,automatic,ci,ci
2019-10-07T00:25:50.533Z,37.9956,-118.639,12.5,0.7,ml,4,336.59,0.277,0.1313,nn,nn00706605,2019-10-07T18:36:56.819Z,"48km NE of Mammoth Lakes, California",earthquake,,15,0.16,2,reviewed,nn,nn
2019-10-07T00:24:12.160Z,35.863,-117.636,12.11,0.7,ml,14,125,0.05659,0.23,ci,ci39115552,2019-10-07T00:27:49.629Z,"24km WNW of Searles Valley, CA",earthquake,0.62,1.09,0.139,8,automatic,ci,ci
2019-10-07T00:21:48.790Z,38.8086662,-122.7401657,2.75,0.64,md,5,139,0.01093,0.01,nc,nc73287685,2019-10-07T00:38:02.444Z,"2km SW of Cobb, CA",earthquake,0.83,1.38,0.07,2,automatic,nc,nc
2019-10-07T00:20:59.790Z,40.2970009,-124.5706635,17.82,2.37,md,9,278,0.1747,0.02,nc,nc73287680,2019-10-07T02:30:03.234Z,"24km W of Petrolia, CA",earthquake,2.25,0.96,0.07,5,automatic,nc,nc
2019-10-07T00:20:57.990Z,17.8716,-66.5411,15,1.49,md,4,294,0.1832,0.34,pr,pr2019280002,2019-10-07T06:28:18.692Z,"14km SSW of Potala Pastillo, Puerto Rico",earthquake,2.58,4.91,0.13,3,reviewed,pr,pr
2019-10-07T00:17:05.820Z,35.6605,-117.485,2.97,1.22,ml,26,51,0.05014,0.19,ci,ci39115536,2019-10-07T00:27:58.200Z,"14km SSW of Searles Valley, CA",earthquake,0.26,0.33,0.193,16,automatic,ci,ci
2019-10-07T00:16:58.485Z,-59.7842,-26.2635,35,5.3,mb,,37,7.836,0.79,us,us70005rgp,2019-10-07T01:55:00.040Z,"84km S of Bristol Island, South Sandwich Islands",earthquake,9,1.9,0.05,136,reviewed,us,us
2019-10-07T00:10:03.100Z,40.3036652,-124.6096649,17.53,3.47,ml,31,237,0.2048,0.14,nc,nc73287665,2019-10-07T18:41:50.792Z,"28km W of Petrolia, CA",earthquake,1.35,0.57,0.241,5,automatic,nc,nc
2019-10-07T00:09:30.940Z,37.1213341,-121.5226669,5.84,1.97,md,46,65,0.06484,0.09,nc,nc73287660,2019-10-07T02:00:02.970Z,"9km ENE of San Martin, CA",earthquake,0.2,0.56,0.18,32,automatic,nc,nc
2019-10-07T00:05:06.550Z,35.6888333,-117.554,6.95,0.53,ml,12,129,0.1087,0.27,ci,ci39115512,2019-10-07T00:08:40.948Z,"13km NE of Ridgecrest, CA",earthquake,0.78,1.82,0.204,8,automatic,ci,ci
2019-10-07T00:01:05.230Z,35.881,-117.6896667,3.03,0.31,ml,9,79,0.07398,0.23,ci,ci39115504,2019-10-07T00:04:39.743Z,"20km ESE of Little Lake, CA",earthquake,0.54,3.27,0.119,4,automatic,ci,ci
2019-10-07T00:00:30.750Z,35.30083333,-97.96566667,7,1.33,ml,11,104,0.1223759857,0.32,ok,ok2019tptj,2019-10-07T16:59:08.413Z,"2km SW of Minco, Oklahoma",earthquake,,2,0.01,2,reviewed,ok,ok
2019-10-06T23:59:07.460Z,35.5311667,-117.3678333,7.16,1,ml,19,96,0.006763,0.19,ci,ci39115488,2019-10-07T00:02:50.066Z,"26km S of Trona, CA",earthquake,0.39,0.52,0.105,12,automatic,ci,ci
2019-10-06T23:48:19.071Z,60.0842,-140.6019,11.8,2,ml,,,,0.89,ak,ak019ctsx4j7,2019-10-06T23:51:47.375Z,"77km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-10-06T23:30:38.960Z,18.6021,-67.2475,19,2.11,md,13,234,0.1916,0.16,pr,pr2019279036,2019-10-07T06:27:31.108Z,"19km NW of San Antonio, Puerto Rico",earthquake,0.93,0.51,0.16,12,reviewed,pr,pr
2019-10-06T23:28:26.290Z,35.9203333,-117.6641667,1.97,0.86,ml,14,63,0.0297,0.18,ci,ci39115456,2019-10-06T23:32:11.206Z,"22km E of Little Lake, CA",earthquake,0.27,0.37,0.092,12,automatic,ci,ci
2019-10-06T23:28:18.940Z,61.1852,-147.7598,16.9,3.6,ml,,,,0.76,ak,ak019ctssu6y,2019-10-06T23:45:07.040Z,"67km NE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-10-06T23:23:30.350Z,35.6593333,-117.4601667,8.03,1.93,ml,34,47,0.03027,0.17,ci,ci39115448,2019-10-06T23:34:43.150Z,"13km SSW of Searles Valley, CA",earthquake,0.26,0.55,0.161,25,automatic,ci,ci
2019-10-06T23:20:38.150Z,35.8611667,-117.689,7.43,0.57,ml,11,81,0.08098,0.17,ci,ci39115440,2019-10-06T23:24:23.685Z,"21km ESE of Little Lake, CA",earthquake,0.39,1.09,0.181,5,automatic,ci,ci
2019-10-06T23:17:33.090Z,40.3036667,-124.58,18.6,3.09,ml,33,248,0.1822,0.13,nc,nc73287645,2019-10-07T18:52:02.640Z,"25km W of Petrolia, CA",earthquake,1.07,0.36,0.243,26,reviewed,nc,nc
2019-10-06T23:16:52.650Z,19.171833,-155.4674988,30.8,1.89,md,24,103,0.01711,0.11,hv,hv71168881,2019-10-06T23:20:00.520Z,"3km SSE of Pahala, Hawaii",earthquake,0.69,1.29,0.3,3,automatic,hv,hv
2019-10-06T23:16:28.550Z,35.8645,-117.6815,8.91,1.07,ml,16,83,0.08381,0.13,ci,ci39115432,2019-10-06T23:20:06.656Z,"22km ESE of Little Lake, CA",earthquake,0.25,0.64,0.258,16,automatic,ci,ci
2019-10-06T23:16:19.210Z,33.3261667,-116.4028333,6.72,0.98,ml,40,71,0.05904,0.2,ci,ci39115424,2019-10-07T13:33:22.350Z,"8km NNW of Borrego Springs, CA",earthquake,0.27,0.58,0.196,27,reviewed,ci,ci
2019-10-06T23:12:41.220Z,37.2610016,-121.5076675,8.44,2.01,md,42,59,0.08996,0.09,nc,nc73287640,2019-10-07T01:03:03.596Z,"20km NE of Morgan Hill, CA",earthquake,0.16,0.53,0.18,32,automatic,nc,nc
2019-10-06T23:08:54.580Z,35.9323333,-117.7111667,3.57,0.56,ml,9,97,0.05172,0.05,ci,ci39115408,2019-10-07T13:33:23.480Z,"18km E of Little Lake, CA",earthquake,0.18,1.04,0.182,6,reviewed,ci,ci
2019-10-06T23:07:32.680Z,35.8648333,-117.6841667,8.46,1.11,ml,20,81,0.08578,0.12,ci,ci39115400,2019-10-06T23:11:18.598Z,"22km ESE of Little Lake, CA",earthquake,0.23,0.56,0.261,16,automatic,ci,ci
2019-10-06T23:07:25.586Z,64.963,-147.4711,0,1.5,ml,,,,1.34,ak,ak019ctsocn6,2019-10-06T23:11:57.054Z,"18km NE of Fairbanks, Alaska",earthquake,,1,,,automatic,ak,ak
2019-10-06T23:02:50.200Z,35.8615,-117.673,8.71,1.05,ml,25,88,0.07647,0.13,ci,ci39115392,2019-10-06T23:13:32.600Z,"23km ESE of Little Lake, CA",earthquake,0.23,0.57,0.174,14,automatic,ci,ci
2019-10-06T23:02:31.426Z,33.8149,132.269,50.17,4.6,mb,,64,1.341,0.63,us,us70005rfp,2019-10-07T12:20:45.502Z,"21km SE of Yanai, Japan",earthquake,5.8,6.6,0.047,136,reviewed,us,us
2019-10-06T22:56:25.330Z,38.7666664,-122.7696686,10.84,0.36,md,8,124,0.03007,0.14,nc,nc73287635,2019-10-06T23:13:03.185Z,"2km SW of The Geysers, CA",earthquake,3.01,1.99,0.25,2,automatic,nc,nc
2019-10-06T22:40:49.290Z,19.281,-67.3671,24,2.84,md,7,307,0.8528,0.49,pr,pr2019279035,2019-10-07T00:59:57.222Z,"91km NNW of San Antonio, Puerto Rico",earthquake,3.18,36.74,0.22,4,reviewed,pr,pr
2019-10-06T22:39:40.030Z,35.8603333,-117.6778333,7.98,0.75,ml,17,85,0.07899,0.17,ci,ci39115376,2019-10-07T13:34:40.220Z,"22km ESE of Little Lake, CA",earthquake,0.34,0.86,0.125,9,reviewed,ci,ci
2019-10-06T22:39:06.060Z,33.092,-115.9423333,3.6,2.78,ml,85,22,0.1033,0.26,ci,ci39115368,2019-10-07T17:59:21.213Z,"18km ESE of Ocotillo Wells, CA",earthquake,0.17,0.63,0.143,127,reviewed,ci,ci
2019-10-06T22:31:31.860Z,18.8113,-67.324,17,2.56,md,5,309,0.4043,0.2,pr,pr2019279034,2019-10-07T00:52:55.702Z,"42km NW of San Antonio, Puerto Rico",earthquake,1.44,1.08,0.2,3,reviewed,pr,pr
2019-10-06T22:26:47.074Z,66.8089,-147.4152,5.9,1.4,ml,,,,1.18,ak,ak019cts71bw,2019-10-06T22:31:39.307Z,"98km WNW of Fort Yukon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-10-06T22:22:14.990Z,37.6548347,-118.9388351,4.61,1.2,md,7,158,0.01121,0.01,nc,nc73287620,2019-10-07T00:33:03.420Z,"4km ENE of Mammoth Lakes, CA",earthquake,2.19,1.6,0.16,8,automatic,nc,nc
2019-10-06T22:10:00.110Z,35.68,-117.5048333,1.48,1.01,ml,17,101,0.06772,0.17,ci,ci39115344,2019-10-06T22:13:42.223Z,"13km SW of Searles Valley, CA",earthquake,0.32,0.47,0.089,13,automatic,ci,ci
2019-10-06T22:09:29.880Z,35.8278333,-117.6333333,15.74,0.46,ml,9,99,0.03152,0.24,ci,ci39115336,2019-10-06T22:13:03.530Z,"22km WNW of Searles Valley, CA",earthquake,0.82,1.37,0.225,5,automatic,ci,ci
2019-10-06T22:02:49.484Z,63.812,-149.0917,11.5,1.2,ml,,,,0.58,ak,ak019cts1wc4,2019-10-06T22:14:15.311Z,"7km SW of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-10-06T22:02:20.970Z,17.9051,-66.5778,16,1.82,md,4,279,0.1406,0.07,pr,pr2019279032,2019-10-07T00:52:41.790Z,"12km SSE of Ponce, Puerto Rico",earthquake,3.17,5.13,0.16,2,reviewed,pr,pr
2019-10-06T21:52:01.710Z,38.8213348,-122.8098297,3.04,0.78,md,14,62,0.002066,0.01,nc,nc73287605,2019-10-06T22:06:02.775Z,"7km NW of The Geysers, CA",earthquake,0.36,0.56,0.69,2,automatic,nc,nc
2019-10-06T21:49:00.723Z,63.2103,-150.9165,0,2,ml,,,,1.14,ak,ak019ctrqfmm,2019-10-06T21:53:50.539Z,"100km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-10-06T21:46:28.690Z,19.8673,-64.5786,51,3.14,md,12,319,2.1664,0.39,pr,pr2019279033,2019-10-07T00:52:22.590Z,"160km N of Road Town, British Virgin Islands",earthquake,3.89,24.92,0.3,9,reviewed,pr,pr
2019-10-06T21:37:14.961Z,58.7584,-152.6669,60,2.2,ml,,,,0.38,ak,ak019ctrnw4y,2019-10-06T21:42:57.420Z,"108km N of Kodiak, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-10-06T21:36:17.060Z,35.74,-117.5558333,10.39,0.77,ml,13,115,0.08283,0.18,ci,ci39115320,2019-10-07T13:37:27.345Z,"14km WSW of Searles Valley, CA",earthquake,0.52,1.04,0.104,9,reviewed,ci,ci
2019-10-06T21:34:56.378Z,59.5506,-138.8547,7.1,1.9,ml,,,,0.37,ak,ak019ctrnc5x,2019-10-06T21:41:16.053Z,"49km E of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-10-06T21:31:31.900Z,44.817,-110.8988333,5.14,1.43,ml,15,123,0.04479,0.14,uu,uu60344552,2019-10-07T15:03:26.840Z,"23km NE of West Yellowstone, Montana",earthquake,0.37,0.9,0.234,3,reviewed,uu,uu
2019-10-06T21:30:20.640Z,19.7251,-64.4858,25,3.47,md,13,321,2.135,0.55,pr,pr2019279031,2019-10-07T00:51:58.414Z,"145km N of Road Town, British Virgin Islands",earthquake,3.24,31.61,0.31,11,reviewed,pr,pr
2019-10-06T21:26:15.680Z,36.0881667,-117.8575,5.38,0.99,ml,16,85,0.02943,0.14,ci,ci39115312,2019-10-07T13:37:43.729Z,"10km ENE of Coso Junction, CA",earthquake,0.36,0.54,0.317,15,reviewed,ci,ci
2019-10-06T21:23:27.040Z,35.6391667,-117.4463333,4.44,2.17,ml,33,75,0.03179,0.15,ci,ci39115304,2019-10-06T21:34:01.990Z,"15km SSW of Searles Valley, CA",earthquake,0.25,0.45,0.16,26,automatic,ci,ci
2019-10-06T21:21:00.867Z,20.6405,144.9436,119.94,4.7,mb,,144,5.43,0.64,us,us70005rf2,2019-10-06T21:36:30.040Z,"12km NNE of Farallon de Pajaros, Northern Mariana Islands",earthquake,9.2,8.1,0.097,32,reviewed,us,us
2019-10-06T21:16:09.239Z,61.4646,-146.5546,26.4,1.5,ml,,,,0.6,ak,ak019ctrjdnc,2019-10-06T21:21:10.544Z,"38km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-10-06T21:15:30.640Z,35.6753333,-117.519,6.33,0.75,ml,18,111,0.06703,0.18,ci,ci39115296,2019-10-06T21:19:14.879Z,"15km SW of Searles Valley, CA",earthquake,0.36,0.85,0.09,8,automatic,ci,ci
2019-10-06T21:14:59.380Z,18.0521,-66.5041,13,0.98,md,3,310,0.0784,0.03,pr,pr2019279030,2019-10-07T00:51:45.549Z,"0km E of Juana Diaz, Puerto Rico",earthquake,1.59,0.63,0.12,2,reviewed,pr,pr
2019-10-06T21:14:40.760Z,19.4918,-64.46,47,3.27,md,14,321,2.0087,0.39,pr,pr2019279029,2019-10-07T00:51:27.870Z,"120km N of Road Town, British Virgin Islands",earthquake,3.62,24.21,0.39,8,reviewed,pr,pr
2019-10-06T21:08:06.790Z,35.8293333,-117.6665,3.92,0.93,ml,19,71,0.05769,0.19,ci,ci39115288,2019-10-06T21:11:54.703Z,"23km N of Ridgecrest, CA",earthquake,0.32,0.76,0.222,14,automatic,ci,ci
2019-10-06T21:06:56.620Z,33.3251667,-116.4208333,5.81,2.05,ml,69,42,0.0569,0.24,ci,ci39115280,2019-10-06T21:17:53.900Z,"9km NNW of Borrego Springs, CA",earthquake,0.23,0.77,0.142,26,automatic,ci,ci
2019-10-06T21:04:07.240Z,19.7171,-64.5823,46,3.65,md,15,319,2.0583,0.47,pr,pr2019279028,2019-10-07T00:51:01.854Z,"143km N of Road Town, British Virgin Islands",earthquake,3.9,29.62,0.23,12,reviewed,pr,pr
2019-10-06T21:02:40.290Z,36.1969986,-120.1631699,13.84,2.21,md,7,188,0.1431,0.02,nc,nc73287585,2019-10-06T23:52:03.666Z,"5km W of Huron, CA",earthquake,1.87,1.75,0.48,3,automatic,nc,nc
2019-10-06T21:01:41.000Z,35.885,-117.6721667,6.7,0.11,ml,8,90,0.06521,0.1,ci,ci39115272,2019-10-07T15:04:41.367Z,"22km ESE of Little Lake, CA",earthquake,0.27,0.96,0.087,3,reviewed,ci,ci
2019-10-06T20:58:39.750Z,35.874,-117.681,4.17,0.66,ml,9,152,0.07782,0.18,ci,ci39115264,2019-10-06T21:02:19.790Z,"22km ESE of Little Lake, CA",earthquake,0.53,1.19,0.138,9,automatic,ci,ci
2019-10-06T20:55:50.540Z,35.627,-117.3103333,2.93,1.39,ml,14,189,0.04223,0.26,ci,ci39115256,2019-10-06T20:59:33.765Z,"16km SSE of Trona, CA",earthquake,1.4,31.61,0.391,18,automatic,ci,ci
2019-10-06T20:37:46.290Z,35.7236667,-117.6013333,5.34,0.76,ml,9,183,0.1521,0.26,ci,ci39115240,2019-10-06T20:41:30.658Z,"13km NNE of Ridgecrest, CA",earthquake,2.29,31.61,0.28,8,automatic,ci,ci
2019-10-06T20:29:46.610Z,35.7036667,-117.5543333,7.63,1.09,ml,24,101,0.08233,0.15,ci,ci39115224,2019-10-06T20:33:22.045Z,"14km NE of Ridgecrest, CA",earthquake,0.29,0.79,0.164,14,automatic,ci,ci
2019-10-06T20:24:17.792Z,60.3765,-143.5726,55,1.4,ml,,,,1.21,ak,ak019ctqzou1,2019-10-06T20:29:39.746Z,"72km WNW of Cape Yakataga, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-10-06T20:19:25.450Z,34.0143333,-117.1905,13.31,1.11,ml,39,48,0.1196,0.18,ci,ci39115208,2019-10-06T20:23:03.534Z,"5km S of Redlands, CA",earthquake,0.24,0.66,0.216,29,automatic,ci,ci
2019-10-06T20:16:01.070Z,35.833,-117.6625,2.67,2.03,ml,32,40,0.05555,0.19,ci,ci39115200,2019-10-06T20:26:38.170Z,"24km N of Ridgecrest, CA",earthquake,0.2,0.35,0.146,25,automatic,ci,ci
2019-10-06T20:13:36.710Z,38.8415,-111.3986667,-1.99,1.21,ml,9,130,0.06444,0.15,uu,uu60344547,2019-10-07T15:21:00.360Z,"36km SW of Ferron, Utah",earthquake,1.06,1.28,0.199,3,reviewed,uu,uu
2019-10-06T20:11:25.170Z,33.4165,-116.3771667,13.07,2.29,ml,102,17,0.07817,0.19,ci,ci39115184,2019-10-07T18:39:34.220Z,"18km N of Borrego Springs, CA",earthquake,0.12,0.3,0.161,99,reviewed,ci,ci
2019-10-06T20:03:04.970Z,35.711,-117.5756667,6.55,0.86,ml,19,99,0.08893,0.17,ci,ci39115160,2019-10-07T13:43:31.920Z,"14km NE of Ridgecrest, CA",earthquake,0.35,0.99,0.154,12,reviewed,ci,ci
2019-10-06T19:59:59.280Z,35.8606667,-117.6838333,6.34,1.15,ml,22,81,0.08324,0.18,ci,ci39115152,2019-10-06T20:03:42.893Z,"22km ESE of Little Lake, CA",earthquake,0.27,0.74,0.129,18,automatic,ci,ci